"Network","ParkCode","ShortName","LongName","SiteCode","SiteName","Lat","Long","Type","CharacteristicName","DisplayName","DataName","Category","CategoryDisplay","Units","LowerPoint","UpperPoint","DataType","LowerDescription","UpperDescription","AssessmentDetails"
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","SDepth1_m","Secchi Depth","SDepth1_m","physical","SDepth1_m","m",0.93,NA,"numeric","Acceptable Secchi Depth is above 0.93 m.","NA","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LBRK","Lower Breakneck",44.3907601571457,-68.2578634042633,"Lake","PenetrationRatio","Light Penetration Ratio","PenetrationRatio","physical","PenetrationRatio","percent",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_BUBO","Bubble Pond Outlet",44.350194,-68.241083,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_DKLI","Duck Pond Brook",44.331234,-68.378265,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_KEBO","Kebo Brook",44.373081,-68.222206,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_HNTR","Hunters Brook",44.310059,-68.222183,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_STNL","Stanley Brook",44.299347,-68.241569,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_OTRC","Otter Creek",44.332718,-68.206772,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SGTB","Sargent Brook",44.350292,-68.290138,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
