"Network","ParkCode","ShortName","LongName","SiteCode","SiteName","Lat","Long","Type","CharacteristicName","DisplayName","DataName","Category","CategoryDisplay","Units","LowerPoint","UpperPoint","DataType","LowerDescription","UpperDescription","AssessmentDetails"
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","K_ueqL","Potassium","K_ueqL","other_chem","K_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","Mg_ueqL","Magnesium","Mg_ueqL","other_chem","Mg_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","Na_ueqL","Sodium","Na_ueqL","other_chem","Na_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","NH4_mgL","Ammonium","NH4_mgL","other_chem","NH4_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.24,"numeric","NA","Acceptable Total Nitrogen is below 0.24 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","ChlA_ugL","Chlorophyll A","ChlA_ugL","nutrients","ChlA_ugL","ugL",NA,2.43,"numeric","NA","Acceptable Chlorophyll A is below 2.43 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,8,"numeric","NA","Acceptable Total Phosphorus is below 8 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_SEAL","Seal Cove Pond",44.3014676764533,-68.3971886614262,"Lake","SDepth1_m","Secchi Depth","SDepth1_m","physical","SDepth1_m","m",0.93,NA,"numeric","Acceptable Secchi Depth is above 0.93 m.","NA","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LPIH","Long Pond (IAH)",44.0384060686115,-68.6118770156396,"Lake","SDepth1_m","Secchi Depth","SDepth1_m","physical","SDepth1_m","m",0.93,NA,"numeric","Acceptable Secchi Depth is above 0.93 m.","NA","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LSIE","Lurvey Spring Brook",44.310345,-68.335625,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LKWO","Lake Wood Outlet",44.411751,-68.273094,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.38,"numeric","NA","Acceptable Total Nitrogen is below 0.38 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,10,"numeric","NA","Acceptable Total Phosphorus is below 10 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","Discharge_cfs","Discharge","Discharge_cfs","physical","Discharge_cfs","cfs",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_JRDO","Jordan Stream",44.321861,-68.254982,"Stream","Turbidity_NTU","Turbidity","Turbidity_NTU","physical","Turbidity_NTU","NTU",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","ChlA_ugL","Chlorophyll A","ChlA_ugL","nutrients","ChlA_ugL","ugL",NA,2.43,"numeric","NA","Acceptable Chlorophyll A is below 2.43 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.24,"numeric","NA","Acceptable Total Nitrogen is below 0.24 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,8,"numeric","NA","Acceptable Total Phosphorus is below 8 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_LHAD","Lower Hadlock",44.3114011039431,-68.289295003529,"Lake","SDepth1_m","Secchi Depth","SDepth1_m","physical","SDepth1_m","m",0.93,NA,"numeric","Acceptable Secchi Depth is above 0.93 m.","NA","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","Ca_ueqL","Calcium","Ca_ueqL","other_chem","Ca_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","Cl_ueqL","Chloride","Cl_ueqL","other_chem","Cl_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","DOC_mgL","Dissolved Organic Carbon","DOC_mgL","nutrients","DOC_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","K_ueqL","Potassium","K_ueqL","other_chem","K_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","Mg_ueqL","Magnesium","Mg_ueqL","other_chem","Mg_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","Na_ueqL","Sodium","Na_ueqL","other_chem","Na_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","NH4_mgL","Ammonium","NH4_mgL","other_chem","NH4_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","NO3_ueqL","Nitrate","NO3_ueqL","other_chem","NO3_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","SO4_ueqL","Sulfate","SO4_ueqL","other_chem","SO4_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.24,"numeric","NA","Acceptable Total Nitrogen is below 0.24 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","ChlA_ugL","Chlorophyll A","ChlA_ugL","nutrients","ChlA_ugL","ugL",NA,2.43,"numeric","NA","Acceptable Chlorophyll A is below 2.43 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,8,"numeric","NA","Acceptable Total Phosphorus is below 8 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","BP_mmHg","Air Pressure","BP_mmHg","other_chem","BP_mmHg","mmHg",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","DO_mgL","Dissolved Oxygen","DO_mgL","physical","DO_mgL","mgL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","DOsat_pct","Dissolved Oxygen Saturation","DOsat_pct","physical","DOsat_pct","pct",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","pH","pH","pH","physical","pH","pH units",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","SpCond_uScm","Specific Conductance","SpCond_uScm","physical","SpCond_uScm","uScm",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","Temp_C","Water Temperature","Temp_C","physical","Temp_C","C",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_UHAD","Upper Hadlock",44.321360359055,-68.2874398493792,"Lake","SDepth1_m","Secchi Depth","SDepth1_m","physical","SDepth1_m","m",0.93,NA,"numeric","Acceptable Secchi Depth is above 0.93 m.","NA","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_ROUN","Round Pond",44.3527859229421,-68.3776985841692,"Lake","ANC_ueqL","Acid Neutralizing Capacity","ANC_ueqL","nutrients","ANC_ueqL","ueqL",NA,NA,"numeric","NA","NA",NA
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_ROUN","Round Pond",44.3527859229421,-68.3776985841692,"Lake","ChlA_ugL","Chlorophyll A","ChlA_ugL","nutrients","ChlA_ugL","ugL",NA,2.43,"numeric","NA","Acceptable Chlorophyll A is below 2.43 ugL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_ROUN","Round Pond",44.3527859229421,-68.3776985841692,"Lake","TN_mgL","Total Nitrogen","TN_mgL","nutrients","TN_mgL","mgL",NA,0.24,"numeric","NA","Acceptable Total Nitrogen is below 0.24 mgL.","See Table 3 of Gawley et al. 2016 for more details."
"NETN","ACAD","Acadia","Acadia National Park","NETN_ACAD_ROUN","Round Pond",44.3527859229421,-68.3776985841692,"Lake","TP_ugL","Total Phosphorus","TP_ugL","nutrients","TP_ugL","ugL",NA,8,"numeric","NA","Acceptable Total Phosphorus is below 8 ugL.","See Table 3 of Gawley et al. 2016 for more details."
